Country,Year,Total Population,projection
Germany,2021,  83 900,   1
Germany,2022,  83 884,   1
Germany,2023,  83 775,   1
Germany,2024,  83 636,   1
Germany,2025,  83 515,   1
Germany,2026,  83 423,   1
Germany,2027,  83 346,   1
Germany,2028,  83 281,   1
Germany,2029,  83 214,   1
Germany,2030,  83 136,   1
Germany,2031,  83 048,   1
Germany,2032,  82 956,   1
Germany,2033,  82 860,   1
Germany,2034,  82 758,   1
Germany,2035,  82 650,   1
Germany,2036,  82 535,   1
Germany,2037,  82 414,   1
Germany,2038,  82 286,   1
Germany,2039,  82 149,   1
Germany,2040,  82 004,   1
Germany,2041,  81 850,   1
Germany,2042,  81 687,   1
Germany,2043,  81 516,   1
Germany,2044,  81 336,   1
Germany,2045,  81 148,   1
Germany,2046,  80 951,   1
Germany,2047,  80 747,   1
Germany,2048,  80 537,   1
Germany,2049,  80 322,   1
Germany,2050,  80 104,   1
Germany,2051,  79 884,   1
Germany,2052,  79 662,   1
Germany,2053,  79 440,   1
Germany,2054,  79 219,   1
Germany,2055,  78 999,   1
Germany,2056,  78 782,   1
Germany,2057,  78 568,   1
Germany,2058,  78 359,   1
Germany,2059,  78 156,   1
Germany,2060,  77 962,   1
Germany,2061,  77 775,   1
Germany,2062,  77 597,   1
Germany,2063,  77 428,   1
Germany,2064,  77 268,   1
Germany,2065,  77 116,   1
Germany,2066,  76 972,   1
Germany,2067,  76 837,   1
Germany,2068,  76 709,   1
Germany,2069,  76 586,   1
Germany,2070,  76 467,   1
Germany,2071,  76 351,   1
Germany,2072,  76 239,   1
Germany,2073,  76 129,   1
Germany,2074,  76 021,   1
Germany,2075,  75 914,   1
Germany,2076,  75 808,   1
Germany,2077,  75 702,   1
Germany,2078,  75 598,   1
Germany,2079,  75 498,   1
Germany,2080,  75 402,   1
Germany,2081,  75 310,   1
Germany,2082,  75 224,   1
Germany,2083,  75 143,   1
Germany,2084,  75 068,   1
Germany,2085,  75 001,   1
Germany,2086,  74 940,   1
Germany,2087,  74 887,   1
Germany,2088,  74 841,   1
Germany,2089,  74 802,   1
Germany,2090,  74 770,   1
Germany,2091,  74 744,   1
Germany,2092,  74 725,   1
Germany,2093,  74 712,   1
Germany,2094,  74 705,   1
Germany,2095,  74 703,   1
Germany,2096,  74 705,   1
Germany,2097,  74 711,   1
Germany,2098,  74 719,   1
Germany,2099,  74 730,   1
Germany,2100,  74 741,   1
Ireland,2021,  4 983,   1
Ireland,2022,  5 020,   1
Ireland,2023,  5 052,   1
Ireland,2024,  5 080,   1
Ireland,2025,  5 109,   1
Ireland,2026,  5 138,   1
Ireland,2027,  5 167,   1
Ireland,2028,  5 195,   1
Ireland,2029,  5 222,   1
Ireland,2030,  5 248,   1
Ireland,2031,  5 274,   1
Ireland,2032,  5 299,   1
Ireland,2033,  5 324,   1
Ireland,2034,  5 348,   1
Ireland,2035,  5 372,   1
Ireland,2036,  5 396,   1
Ireland,2037,  5 420,   1
Ireland,2038,  5 443,   1
Ireland,2039,  5 466,   1
Ireland,2040,  5 489,   1
Ireland,2041,  5 511,   1
Ireland,2042,  5 533,   1
Ireland,2043,  5 555,   1
Ireland,2044,  5 575,   1
Ireland,2045,  5 595,   1
Ireland,2046,  5 614,   1
Ireland,2047,  5 632,   1
Ireland,2048,  5 648,   1
Ireland,2049,  5 664,   1
Ireland,2050,  5 678,   1
Ireland,2051,  5 690,   1
Ireland,2052,  5 701,   1
Ireland,2053,  5 711,   1
Ireland,2054,  5 719,   1
Ireland,2055,  5 725,   1
Ireland,2056,  5 731,   1
Ireland,2057,  5 734,   1
Ireland,2058,  5 737,   1
Ireland,2059,  5 738,   1
Ireland,2060,  5 739,   1
Ireland,2061,  5 738,   1
Ireland,2062,  5 737,   1
Ireland,2063,  5 734,   1
Ireland,2064,  5 732,   1
Ireland,2065,  5 728,   1
Ireland,2066,  5 725,   1
Ireland,2067,  5 721,   1
Ireland,2068,  5 717,   1
Ireland,2069,  5 713,   1
Ireland,2070,  5 710,   1
Ireland,2071,  5 707,   1
Ireland,2072,  5 703,   1
Ireland,2073,  5 701,   1
Ireland,2074,  5 699,   1
Ireland,2075,  5 697,   1
Ireland,2076,  5 696,   1
Ireland,2077,  5 696,   1
Ireland,2078,  5 696,   1
Ireland,2079,  5 697,   1
Ireland,2080,  5 698,   1
Ireland,2081,  5 699,   1
Ireland,2082,  5 702,   1
Ireland,2083,  5 704,   1
Ireland,2084,  5 706,   1
Ireland,2085,  5 709,   1
Ireland,2086,  5 711,   1
Ireland,2087,  5 713,   1
Ireland,2088,  5 715,   1
Ireland,2089,  5 717,   1
Ireland,2090,  5 717,   1
Ireland,2091,  5 717,   1
Ireland,2092,  5 717,   1
Ireland,2093,  5 715,   1
Ireland,2094,  5 713,   1
Ireland,2095,  5 710,   1
Ireland,2096,  5 706,   1
Ireland,2097,  5 702,   1
Ireland,2098,  5 697,   1
Ireland,2099,  5 691,   1
Ireland,2100,  5 685,   1
Italy,2021,  60 367,   1
Italy,2022,  60 263,   1
Italy,2023,  60 148,   1
Italy,2024,  60 019,   1
Italy,2025,  59 877,   1
Italy,2026,  59 721,   1
Italy,2027,  59 556,   1
Italy,2028,  59 384,   1
Italy,2029,  59 208,   1
Italy,2030,  59 031,   1
Italy,2031,  58 854,   1
Italy,2032,  58 676,   1
Italy,2033,  58 498,   1
Italy,2034,  58 318,   1
Italy,2035,  58 136,   1
Italy,2036,  57 951,   1
Italy,2037,  57 763,   1
Italy,2038,  57 571,   1
Italy,2039,  57 370,   1
Italy,2040,  57 160,   1
Italy,2041,  56 940,   1
Italy,2042,  56 709,   1
Italy,2043,  56 465,   1
Italy,2044,  56 209,   1
Italy,2045,  55 939,   1
Italy,2046,  55 654,   1
Italy,2047,  55 355,   1
Italy,2048,  55 043,   1
Italy,2049,  54 718,   1
Italy,2050,  54 382,   1
Italy,2051,  54 035,   1
Italy,2052,  53 678,   1
Italy,2053,  53 312,   1
Italy,2054,  52 937,   1
Italy,2055,  52 553,   1
Italy,2056,  52 162,   1
Italy,2057,  51 766,   1
Italy,2058,  51 364,   1
Italy,2059,  50 961,   1
Italy,2060,  50 557,   1
Italy,2061,  50 153,   1
Italy,2062,  49 751,   1
Italy,2063,  49 353,   1
Italy,2064,  48 961,   1
Italy,2065,  48 578,   1
Italy,2066,  48 204,   1
Italy,2067,  47 840,   1
Italy,2068,  47 487,   1
Italy,2069,  47 145,   1
Italy,2070,  46 815,   1
Italy,2071,  46 496,   1
Italy,2072,  46 189,   1
Italy,2073,  45 894,   1
Italy,2074,  45 609,   1
Italy,2075,  45 335,   1
Italy,2076,  45 070,   1
Italy,2077,  44 815,   1
Italy,2078,  44 568,   1
Italy,2079,  44 328,   1
Italy,2080,  44 094,   1
Italy,2081,  43 864,   1
Italy,2082,  43 640,   1
Italy,2083,  43 419,   1
Italy,2084,  43 202,   1
Italy,2085,  42 988,   1
Italy,2086,  42 776,   1
Italy,2087,  42 566,   1
Italy,2088,  42 358,   1
Italy,2089,  42 152,   1
Italy,2090,  41 947,   1
Italy,2091,  41 744,   1
Italy,2092,  41 542,   1
Italy,2093,  41 341,   1
Italy,2094,  41 142,   1
Italy,2095,  40 944,   1
Italy,2096,  40 749,   1
Italy,2097,  40 555,   1
Italy,2098,  40 365,   1
Italy,2099,  40 177,   1
Italy,2100,  39 993,   1
Netherlands,2021,  17 173,   1
Netherlands,2022,  17 211,   1
Netherlands,2023,  17 249,   1
Netherlands,2024,  17 286,   1
Netherlands,2025,  17 320,   1
Netherlands,2026,  17 351,   1
Netherlands,2027,  17 380,   1
Netherlands,2028,  17 406,   1
Netherlands,2029,  17 430,   1
Netherlands,2030,  17 450,   1
Netherlands,2031,  17 468,   1
Netherlands,2032,  17 482,   1
Netherlands,2033,  17 492,   1
Netherlands,2034,  17 499,   1
Netherlands,2035,  17 502,   1
Netherlands,2036,  17 501,   1
Netherlands,2037,  17 497,   1
Netherlands,2038,  17 488,   1
Netherlands,2039,  17 476,   1
Netherlands,2040,  17 461,   1
Netherlands,2041,  17 442,   1
Netherlands,2042,  17 420,   1
Netherlands,2043,  17 395,   1
Netherlands,2044,  17 368,   1
Netherlands,2045,  17 338,   1
Netherlands,2046,  17 307,   1
Netherlands,2047,  17 274,   1
Netherlands,2048,  17 239,   1
Netherlands,2049,  17 203,   1
Netherlands,2050,  17 165,   1
Netherlands,2051,  17 127,   1
Netherlands,2052,  17 088,   1
Netherlands,2053,  17 049,   1
Netherlands,2054,  17 010,   1
Netherlands,2055,  16 971,   1
Netherlands,2056,  16 933,   1
Netherlands,2057,  16 895,   1
Netherlands,2058,  16 858,   1
Netherlands,2059,  16 822,   1
Netherlands,2060,  16 787,   1
Netherlands,2061,  16 753,   1
Netherlands,2062,  16 721,   1
Netherlands,2063,  16 690,   1
Netherlands,2064,  16 660,   1
Netherlands,2065,  16 632,   1
Netherlands,2066,  16 605,   1
Netherlands,2067,  16 580,   1
Netherlands,2068,  16 556,   1
Netherlands,2069,  16 532,   1
Netherlands,2070,  16 510,   1
Netherlands,2071,  16 488,   1
Netherlands,2072,  16 466,   1
Netherlands,2073,  16 444,   1
Netherlands,2074,  16 422,   1
Netherlands,2075,  16 400,   1
Netherlands,2076,  16 377,   1
Netherlands,2077,  16 354,   1
Netherlands,2078,  16 330,   1
Netherlands,2079,  16 305,   1
Netherlands,2080,  16 279,   1
Netherlands,2081,  16 252,   1
Netherlands,2082,  16 225,   1
Netherlands,2083,  16 197,   1
Netherlands,2084,  16 169,   1
Netherlands,2085,  16 140,   1
Netherlands,2086,  16 112,   1
Netherlands,2087,  16 084,   1
Netherlands,2088,  16 056,   1
Netherlands,2089,  16 029,   1
Netherlands,2090,  16 002,   1
Netherlands,2091,  15 975,   1
Netherlands,2092,  15 949,   1
Netherlands,2093,  15 923,   1
Netherlands,2094,  15 898,   1
Netherlands,2095,  15 874,   1
Netherlands,2096,  15 850,   1
Netherlands,2097,  15 827,   1
Netherlands,2098,  15 804,   1
Netherlands,2099,  15 781,   1
Netherlands,2100,  15 760,   1
Norway,2021,  5 466,   1
Norway,2022,  5 511,   1
Norway,2023,  5 558,   1
Norway,2024,  5 605,   1
Norway,2025,  5 651,   1
Norway,2026,  5 697,   1
Norway,2027,  5 742,   1
Norway,2028,  5 787,   1
Norway,2029,  5 832,   1
Norway,2030,  5 876,   1
Norway,2031,  5 919,   1
Norway,2032,  5 961,   1
Norway,2033,  6 003,   1
Norway,2034,  6 044,   1
Norway,2035,  6 084,   1
Norway,2036,  6 123,   1
Norway,2037,  6 161,   1
Norway,2038,  6 199,   1
Norway,2039,  6 235,   1
Norway,2040,  6 271,   1
Norway,2041,  6 307,   1
Norway,2042,  6 342,   1
Norway,2043,  6 376,   1
Norway,2044,  6 409,   1
Norway,2045,  6 442,   1
Norway,2046,  6 475,   1
Norway,2047,  6 507,   1
Norway,2048,  6 538,   1
Norway,2049,  6 570,   1
Norway,2050,  6 600,   1
Norway,2051,  6 631,   1
Norway,2052,  6 661,   1
Norway,2053,  6 691,   1
Norway,2054,  6 720,   1
Norway,2055,  6 749,   1
Norway,2056,  6 778,   1
Norway,2057,  6 807,   1
Norway,2058,  6 836,   1
Norway,2059,  6 864,   1
Norway,2060,  6 892,   1
Norway,2061,  6 920,   1
Norway,2062,  6 949,   1
Norway,2063,  6 977,   1
Norway,2064,  7 005,   1
Norway,2065,  7 033,   1
Norway,2066,  7 061,   1
Norway,2067,  7 090,   1
Norway,2068,  7 118,   1
Norway,2069,  7 146,   1
Norway,2070,  7 175,   1
Norway,2071,  7 203,   1
Norway,2072,  7 232,   1
Norway,2073,  7 260,   1
Norway,2074,  7 288,   1
Norway,2075,  7 316,   1
Norway,2076,  7 344,   1
Norway,2077,  7 371,   1
Norway,2078,  7 398,   1
Norway,2079,  7 425,   1
Norway,2080,  7 452,   1
Norway,2081,  7 478,   1
Norway,2082,  7 503,   1
Norway,2083,  7 529,   1
Norway,2084,  7 554,   1
Norway,2085,  7 579,   1
Norway,2086,  7 603,   1
Norway,2087,  7 628,   1
Norway,2088,  7 653,   1
Norway,2089,  7 677,   1
Norway,2090,  7 702,   1
Norway,2091,  7 726,   1
Norway,2092,  7 751,   1
Norway,2093,  7 776,   1
Norway,2094,  7 801,   1
Norway,2095,  7 826,   1
Norway,2096,  7 851,   1
Norway,2097,  7 876,   1
Norway,2098,  7 902,   1
Norway,2099,  7 927,   1
Norway,2100,  7 953,   1
Portugal,2021,  10 168,   1
Portugal,2022,  10 141,   1
Portugal,2023,  10 114,   1
Portugal,2024,  10 087,   1
Portugal,2025,  10 060,   1
Portugal,2026,  10 032,   1
Portugal,2027,  10 004,   1
Portugal,2028,  9 974,   1
Portugal,2029,  9 944,   1
Portugal,2030,  9 913,   1
Portugal,2031,  9 881,   1
Portugal,2032,  9 849,   1
Portugal,2033,  9 816,   1
Portugal,2034,  9 782,   1
Portugal,2035,  9 748,   1
Portugal,2036,  9 712,   1
Portugal,2037,  9 675,   1
Portugal,2038,  9 637,   1
Portugal,2039,  9 598,   1
Portugal,2040,  9 558,   1
Portugal,2041,  9 517,   1
Portugal,2042,  9 474,   1
Portugal,2043,  9 430,   1
Portugal,2044,  9 385,   1
Portugal,2045,  9 338,   1
Portugal,2046,  9 290,   1
Portugal,2047,  9 240,   1
Portugal,2048,  9 190,   1
Portugal,2049,  9 138,   1
Portugal,2050,  9 085,   1
Portugal,2051,  9 030,   1
Portugal,2052,  8 975,   1
Portugal,2053,  8 919,   1
Portugal,2054,  8 863,   1
Portugal,2055,  8 805,   1
Portugal,2056,  8 748,   1
Portugal,2057,  8 689,   1
Portugal,2058,  8 631,   1
Portugal,2059,  8 573,   1
Portugal,2060,  8 514,   1
Portugal,2061,  8 456,   1
Portugal,2062,  8 398,   1
Portugal,2063,  8 340,   1
Portugal,2064,  8 284,   1
Portugal,2065,  8 228,   1
Portugal,2066,  8 173,   1
Portugal,2067,  8 118,   1
Portugal,2068,  8 066,   1
Portugal,2069,  8 014,   1
Portugal,2070,  7 964,   1
Portugal,2071,  7 916,   1
Portugal,2072,  7 869,   1
Portugal,2073,  7 824,   1
Portugal,2074,  7 780,   1
Portugal,2075,  7 738,   1
Portugal,2076,  7 698,   1
Portugal,2077,  7 660,   1
Portugal,2078,  7 623,   1
Portugal,2079,  7 587,   1
Portugal,2080,  7 553,   1
Portugal,2081,  7 520,   1
Portugal,2082,  7 487,   1
Portugal,2083,  7 456,   1
Portugal,2084,  7 425,   1
Portugal,2085,  7 395,   1
Portugal,2086,  7 365,   1
Portugal,2087,  7 336,   1
Portugal,2088,  7 307,   1
Portugal,2089,  7 278,   1
Portugal,2090,  7 249,   1
Portugal,2091,  7 221,   1
Portugal,2092,  7 193,   1
Portugal,2093,  7 165,   1
Portugal,2094,  7 138,   1
Portugal,2095,  7 111,   1
Portugal,2096,  7 084,   1
Portugal,2097,  7 058,   1
Portugal,2098,  7 033,   1
Portugal,2099,  7 008,   1
Portugal,2100,  6 985,   1
Spain,2021,  46 745,   1
Spain,2022,  46 719,   1
Spain,2023,  46 679,   1
Spain,2024,  46 631,   1
Spain,2025,  46 577,   1
Spain,2026,  46 519,   1
Spain,2027,  46 454,   1
Spain,2028,  46 384,   1
Spain,2029,  46 309,   1
Spain,2030,  46 230,   1
Spain,2031,  46 148,   1
Spain,2032,  46 061,   1
Spain,2033,  45 972,   1
Spain,2034,  45 878,   1
Spain,2035,  45 780,   1
Spain,2036,  45 678,   1
Spain,2037,  45 571,   1
Spain,2038,  45 460,   1
Spain,2039,  45 345,   1
Spain,2040,  45 225,   1
Spain,2041,  45 100,   1
Spain,2042,  44 969,   1
Spain,2043,  44 833,   1
Spain,2044,  44 689,   1
Spain,2045,  44 537,   1
Spain,2046,  44 376,   1
Spain,2047,  44 207,   1
Spain,2048,  44 028,   1
Spain,2049,  43 839,   1
Spain,2050,  43 637,   1
Spain,2051,  43 424,   1
Spain,2052,  43 200,   1
Spain,2053,  42 964,   1
Spain,2054,  42 717,   1
Spain,2055,  42 460,   1
Spain,2056,  42 193,   1
Spain,2057,  41 917,   1
Spain,2058,  41 633,   1
Spain,2059,  41 342,   1
Spain,2060,  41 046,   1
Spain,2061,  40 745,   1
Spain,2062,  40 441,   1
Spain,2063,  40 135,   1
Spain,2064,  39 827,   1
Spain,2065,  39 520,   1
Spain,2066,  39 214,   1
Spain,2067,  38 910,   1
Spain,2068,  38 610,   1
Spain,2069,  38 315,   1
Spain,2070,  38 027,   1
Spain,2071,  37 747,   1
Spain,2072,  37 476,   1
Spain,2073,  37 214,   1
Spain,2074,  36 964,   1
Spain,2075,  36 725,   1
Spain,2076,  36 500,   1
Spain,2077,  36 286,   1
Spain,2078,  36 086,   1
Spain,2079,  35 897,   1
Spain,2080,  35 720,   1
Spain,2081,  35 555,   1
Spain,2082,  35 401,   1
Spain,2083,  35 256,   1
Spain,2084,  35 118,   1
Spain,2085,  34 987,   1
Spain,2086,  34 861,   1
Spain,2087,  34 739,   1
Spain,2088,  34 621,   1
Spain,2089,  34 504,   1
Spain,2090,  34 389,   1
Spain,2091,  34 274,   1
Spain,2092,  34 159,   1
Spain,2093,  34 044,   1
Spain,2094,  33 928,   1
Spain,2095,  33 811,   1
Spain,2096,  33 693,   1
Spain,2097,  33 574,   1
Spain,2098,  33 454,   1
Spain,2099,  33 333,   1
Spain,2100,  33 210,   1
Sweden,2021,  10 160,   1
Sweden,2022,  10 219,   1
Sweden,2023,  10 276,   1
Sweden,2024,  10 331,   1
Sweden,2025,  10 385,   1
Sweden,2026,  10 437,   1
Sweden,2027,  10 488,   1
Sweden,2028,  10 538,   1
Sweden,2029,  10 585,   1
Sweden,2030,  10 630,   1
Sweden,2031,  10 673,   1
Sweden,2032,  10 714,   1
Sweden,2033,  10 753,   1
Sweden,2034,  10 791,   1
Sweden,2035,  10 828,   1
Sweden,2036,  10 865,   1
Sweden,2037,  10 901,   1
Sweden,2038,  10 936,   1
Sweden,2039,  10 972,   1
Sweden,2040,  11 008,   1
Sweden,2041,  11 045,   1
Sweden,2042,  11 082,   1
Sweden,2043,  11 120,   1
Sweden,2044,  11 157,   1
Sweden,2045,  11 196,   1
Sweden,2046,  11 234,   1
Sweden,2047,  11 273,   1
Sweden,2048,  11 312,   1
Sweden,2049,  11 351,   1
Sweden,2050,  11 389,   1
Sweden,2051,  11 427,   1
Sweden,2052,  11 465,   1
Sweden,2053,  11 502,   1
Sweden,2054,  11 538,   1
Sweden,2055,  11 573,   1
Sweden,2056,  11 608,   1
Sweden,2057,  11 642,   1
Sweden,2058,  11 675,   1
Sweden,2059,  11 707,   1
Sweden,2060,  11 739,   1
Sweden,2061,  11 771,   1
Sweden,2062,  11 802,   1
Sweden,2063,  11 833,   1
Sweden,2064,  11 865,   1
Sweden,2065,  11 896,   1
Sweden,2066,  11 927,   1
Sweden,2067,  11 959,   1
Sweden,2068,  11 991,   1
Sweden,2069,  12 024,   1
Sweden,2070,  12 056,   1
Sweden,2071,  12 089,   1
Sweden,2072,  12 123,   1
Sweden,2073,  12 156,   1
Sweden,2074,  12 189,   1
Sweden,2075,  12 222,   1
Sweden,2076,  12 254,   1
Sweden,2077,  12 287,   1
Sweden,2078,  12 318,   1
Sweden,2079,  12 350,   1
Sweden,2080,  12 380,   1
Sweden,2081,  12 410,   1
Sweden,2082,  12 440,   1
Sweden,2083,  12 469,   1
Sweden,2084,  12 498,   1
Sweden,2085,  12 527,   1
Sweden,2086,  12 557,   1
Sweden,2087,  12 586,   1
Sweden,2088,  12 616,   1
Sweden,2089,  12 647,   1
Sweden,2090,  12 679,   1
Sweden,2091,  12 711,   1
Sweden,2092,  12 745,   1
Sweden,2093,  12 779,   1
Sweden,2094,  12 813,   1
Sweden,2095,  12 848,   1
Sweden,2096,  12 883,   1
Sweden,2097,  12 918,   1
Sweden,2098,  12 953,   1
Sweden,2099,  12 988,   1
Sweden,2100,  13 023,   1
Switzerland,2021,  8 715,   1
Switzerland,2022,  8 774,   1
Switzerland,2023,  8 830,   1
Switzerland,2024,  8 884,   1
Switzerland,2025,  8 937,   1
Switzerland,2026,  8 989,   1
Switzerland,2027,  9 040,   1
Switzerland,2028,  9 091,   1
Switzerland,2029,  9 139,   1
Switzerland,2030,  9 185,   1
Switzerland,2031,  9 229,   1
Switzerland,2032,  9 271,   1
Switzerland,2033,  9 311,   1
Switzerland,2034,  9 349,   1
Switzerland,2035,  9 386,   1
Switzerland,2036,  9 422,   1
Switzerland,2037,  9 456,   1
Switzerland,2038,  9 489,   1
Switzerland,2039,  9 521,   1
Switzerland,2040,  9 551,   1
Switzerland,2041,  9 581,   1
Switzerland,2042,  9 610,   1
Switzerland,2043,  9 639,   1
Switzerland,2044,  9 666,   1
Switzerland,2045,  9 693,   1
Switzerland,2046,  9 720,   1
Switzerland,2047,  9 745,   1
Switzerland,2048,  9 770,   1
Switzerland,2049,  9 794,   1
Switzerland,2050,  9 818,   1
Switzerland,2051,  9 840,   1
Switzerland,2052,  9 862,   1
Switzerland,2053,  9 882,   1
Switzerland,2054,  9 902,   1
Switzerland,2055,  9 922,   1
Switzerland,2056,  9 940,   1
Switzerland,2057,  9 959,   1
Switzerland,2058,  9 976,   1
Switzerland,2059,  9 994,   1
Switzerland,2060,  10 012,   1
Switzerland,2061,  10 029,   1
Switzerland,2062,  10 047,   1
Switzerland,2063,  10 065,   1
Switzerland,2064,  10 083,   1
Switzerland,2065,  10 102,   1
Switzerland,2066,  10 122,   1
Switzerland,2067,  10 142,   1
Switzerland,2068,  10 163,   1
Switzerland,2069,  10 184,   1
Switzerland,2070,  10 205,   1
Switzerland,2071,  10 227,   1
Switzerland,2072,  10 249,   1
Switzerland,2073,  10 271,   1
Switzerland,2074,  10 293,   1
Switzerland,2075,  10 316,   1
Switzerland,2076,  10 338,   1
Switzerland,2077,  10 360,   1
Switzerland,2078,  10 382,   1
Switzerland,2079,  10 405,   1
Switzerland,2080,  10 428,   1
Switzerland,2081,  10 452,   1
Switzerland,2082,  10 476,   1
Switzerland,2083,  10 500,   1
Switzerland,2084,  10 526,   1
Switzerland,2085,  10 552,   1
Switzerland,2086,  10 580,   1
Switzerland,2087,  10 608,   1
Switzerland,2088,  10 637,   1
Switzerland,2089,  10 668,   1
Switzerland,2090,  10 699,   1
Switzerland,2091,  10 730,   1
Switzerland,2092,  10 763,   1
Switzerland,2093,  10 796,   1
Switzerland,2094,  10 830,   1
Switzerland,2095,  10 864,   1
Switzerland,2096,  10 899,   1
Switzerland,2097,  10 934,   1
Switzerland,2098,  10 970,   1
Switzerland,2099,  11 006,   1
Switzerland,2100,  11 041,   1
United Kingdom,2021,  68 207,   1
United Kingdom,2022,  68 498,   1
United Kingdom,2023,  68 766,   1
United Kingdom,2024,  69 022,   1
United Kingdom,2025,  69 274,   1
United Kingdom,2026,  69 524,   1
United Kingdom,2027,  69 772,   1
United Kingdom,2028,  70 016,   1
United Kingdom,2029,  70 255,   1
United Kingdom,2030,  70 485,   1
United Kingdom,2031,  70 709,   1
United Kingdom,2032,  70 927,   1
United Kingdom,2033,  71 140,   1
United Kingdom,2034,  71 347,   1
United Kingdom,2035,  71 549,   1
United Kingdom,2036,  71 745,   1
United Kingdom,2037,  71 936,   1
United Kingdom,2038,  72 123,   1
United Kingdom,2039,  72 306,   1
United Kingdom,2040,  72 487,   1
United Kingdom,2041,  72 665,   1
United Kingdom,2042,  72 841,   1
United Kingdom,2043,  73 014,   1
United Kingdom,2044,  73 183,   1
United Kingdom,2045,  73 346,   1
United Kingdom,2046,  73 505,   1
United Kingdom,2047,  73 659,   1
United Kingdom,2048,  73 807,   1
United Kingdom,2049,  73 948,   1
United Kingdom,2050,  74 082,   1
United Kingdom,2051,  74 208,   1
United Kingdom,2052,  74 327,   1
United Kingdom,2053,  74 438,   1
United Kingdom,2054,  74 543,   1
United Kingdom,2055,  74 642,   1
United Kingdom,2056,  74 734,   1
United Kingdom,2057,  74 822,   1
United Kingdom,2058,  74 904,   1
United Kingdom,2059,  74 984,   1
United Kingdom,2060,  75 060,   1
United Kingdom,2061,  75 135,   1
United Kingdom,2062,  75 209,   1
United Kingdom,2063,  75 281,   1
United Kingdom,2064,  75 354,   1
United Kingdom,2065,  75 428,   1
United Kingdom,2066,  75 504,   1
United Kingdom,2067,  75 581,   1
United Kingdom,2068,  75 659,   1
United Kingdom,2069,  75 737,   1
United Kingdom,2070,  75 815,   1
United Kingdom,2071,  75 893,   1
United Kingdom,2072,  75 970,   1
United Kingdom,2073,  76 046,   1
United Kingdom,2074,  76 122,   1
United Kingdom,2075,  76 195,   1
United Kingdom,2076,  76 266,   1
United Kingdom,2077,  76 335,   1
United Kingdom,2078,  76 403,   1
United Kingdom,2079,  76 469,   1
United Kingdom,2080,  76 535,   1
United Kingdom,2081,  76 599,   1
United Kingdom,2082,  76 663,   1
United Kingdom,2083,  76 727,   1
United Kingdom,2084,  76 792,   1
United Kingdom,2085,  76 859,   1
United Kingdom,2086,  76 927,   1
United Kingdom,2087,  76 997,   1
United Kingdom,2088,  77 069,   1
United Kingdom,2089,  77 144,   1
United Kingdom,2090,  77 220,   1
United Kingdom,2091,  77 299,   1
United Kingdom,2092,  77 379,   1
United Kingdom,2093,  77 461,   1
United Kingdom,2094,  77 545,   1
United Kingdom,2095,  77 630,   1
United Kingdom,2096,  77 715,   1
United Kingdom,2097,  77 801,   1
United Kingdom,2098,  77 886,   1
United Kingdom,2099,  77 971,   1
United Kingdom,2100,  78 053,   1
