date,cntas,country,asset
23/09/2016,3391402,European Central Bank,3730542
30/09/2016,3438145,European Central Bank,3781960
07/10/2016,3451426,European Central Bank,3796569
14/10/2016,3469281,European Central Bank,3816209
21/10/2016,3494929,European Central Bank,3844422
28/10/2016,3507401,European Central Bank,3858141
04/11/2016,3518455,European Central Bank,3870301
11/11/2016,3534266,European Central Bank,3887693
18/11/2016,3553353,European Central Bank,3908688
25/11/2016,3566230,European Central Bank,3922853
02/12/2016,3587380,European Central Bank,3946118
09/12/2016,3609773,European Central Bank,3970750
16/12/2016,3630732,European Central Bank,3993805
23/12/2016,3685708,European Central Bank,4054279
30/12/2016,3662901,European Central Bank,4029191
06/01/2017,3672638,European Central Bank,4039902
13/01/2017,3697302,European Central Bank,4067032
20/01/2017,3719624,European Central Bank,4091586
27/01/2017,3740766,European Central Bank,4114843
03/02/2017,3749499,European Central Bank,4124449
10/02/2017,3770942,European Central Bank,4148036
17/02/2017,3787893,European Central Bank,4166682
24/02/2017,3808242,European Central Bank,4189066
03/03/2017,3820341,European Central Bank,4202375
10/03/2017,3839855,European Central Bank,4223841
17/03/2017,3856913,European Central Bank,4242604
24/03/2017,3877037,European Central Bank,4264741
31/03/2017,4100730,European Central Bank,4510803
07/04/2017,4116353,European Central Bank,4527988
14/04/2017,4129996,European Central Bank,4542996
21/04/2017,4139398,European Central Bank,4553338
28/04/2017,4148032,European Central Bank,4562835
05/05/2017,4156826,European Central Bank,4572509
12/05/2017,4170588,European Central Bank,4587647
19/05/2017,4185693,European Central Bank,4604262
26/05/2017,4195685,European Central Bank,4615254
02/06/2017,4204543,European Central Bank,4624997
09/06/2017,4218129,European Central Bank,4639942
16/06/2017,4232941,European Central Bank,4656235
23/06/2017,4246150,European Central Bank,4670765
30/06/2017,4209510,European Central Bank,4630461
07/07/2017,4214696,European Central Bank,4636166
14/07/2017,4229286,European Central Bank,4652215
21/07/2017,4235758,European Central Bank,4659334
28/07/2017,4248280,European Central Bank,4673108
04/08/2017,4246485,European Central Bank,4671134
11/08/2017,4255955,European Central Bank,4681551
18/08/2017,4265713,European Central Bank,4692284
25/08/2017,4278881,European Central Bank,4706769
01/09/2017,4283727,European Central Bank,4712100
08/09/2017,4299776,European Central Bank,4729754
15/09/2017,4308875,European Central Bank,4739763
22/09/2017,4328211,European Central Bank,4761032
29/09/2017,4318624,European Central Bank,4750486
06/10/2017,4337684,European Central Bank,4771452
13/10/2017,4371623,European Central Bank,4808785
20/10/2017,4363408,European Central Bank,4799749
27/10/2017,4371222,European Central Bank,4808344
03/11/2017,4373200,European Central Bank,4810520
10/11/2017,4387732,European Central Bank,4826505
17/11/2017,4411864,European Central Bank,4853050
24/11/2017,4427474,European Central Bank,4870221
01/12/2017,4440791,European Central Bank,4884870
08/12/2017,4456579,European Central Bank,4902237
15/12/2017,4471856,European Central Bank,4919042
22/12/2017,4487284,European Central Bank,4936012
29/12/2017,4471563,European Central Bank,4918719
05/01/2018,4466001,European Central Bank,4912601
12/01/2018,4472739,European Central Bank,4920013
19/01/2018,4484003,European Central Bank,4932403
26/01/2018,4493058,European Central Bank,4942364
02/02/2018,4491151,European Central Bank,4940266
09/02/2018,4493672,European Central Bank,4943039
16/02/2018,4504781,European Central Bank,4955259
23/02/2018,4511540,European Central Bank,4962694
02/03/2018,4519360,European Central Bank,4971296
09/03/2018,4530083,European Central Bank,4983091
16/03/2018,4532642,European Central Bank,4985906
23/03/2018,4539072,European Central Bank,4992979
30/03/2018,4529579,European Central Bank,4982537
06/04/2018,4531497,European Central Bank,4984647
13/04/2018,4548153,European Central Bank,5002968
20/04/2018,4543973,European Central Bank,4998370
27/04/2018,4554344,European Central Bank,5009778
04/05/2018,4552564,European Central Bank,5007820
11/05/2018,4562061,European Central Bank,5018267
18/05/2018,4561577,European Central Bank,5017735
25/05/2018,4562651,European Central Bank,5018916
01/06/2018,4567744,European Central Bank,5024518
08/06/2018,4577214,European Central Bank,5034935
15/06/2018,4578465,European Central Bank,5036312
22/06/2018,4585571,European Central Bank,5044128
29/06/2018,4592518,European Central Bank,5051770
06/07/2018,4591235,European Central Bank,5050359
13/07/2018,4599857,European Central Bank,5059843
20/07/2018,4605004,European Central Bank,5065504
27/07/2018,4612006,European Central Bank,5073207
03/08/2018,4602258,European Central Bank,5062484
10/08/2018,4608108,European Central Bank,5068919
17/08/2018,4614032,European Central Bank,5075435
24/08/2018,4619437,European Central Bank,5081381
31/08/2018,4621355,European Central Bank,5083491
07/09/2018,4633963,European Central Bank,5097359
14/09/2018,4638843,European Central Bank,5102727
21/09/2018,4645821,European Central Bank,5110403
28/09/2018,4619792,European Central Bank,5081771
05/10/2018,4625045,European Central Bank,5087550
12/10/2018,4632893,European Central Bank,5096182
19/10/2018,4628278,European Central Bank,5091106
26/10/2018,4624792,European Central Bank,5087271
02/11/2018,4622163,European Central Bank,5084379
09/11/2018,4626222,European Central Bank,5088844
16/11/2018,4638303,European Central Bank,5102133
23/11/2018,4646891,European Central Bank,5111580
30/11/2018,4660299,European Central Bank,5126329
07/12/2018,4662985,European Central Bank,5129284
14/12/2018,4668116,European Central Bank,5134928
21/12/2018,4674919,European Central Bank,5142411
28/12/2018,4669003,European Central Bank,5135903
04/01/2019,4694301,European Central Bank,5163731
11/01/2019,4703402,European Central Bank,5173742
18/01/2019,4705948,European Central Bank,5176543
25/01/2019,4708899,European Central Bank,5179789
01/02/2019,4695505,European Central Bank,5165056
08/02/2019,4696466,European Central Bank,5166113
15/02/2019,4702787,European Central Bank,5173066
22/02/2019,4692062,European Central Bank,5161268
01/03/2019,4686299,European Central Bank,5154929
08/03/2019,4691325,European Central Bank,5160458
15/03/2019,4680588,European Central Bank,5148647
22/03/2019,4676984,European Central Bank,5144682
29/03/2019,4695785,European Central Bank,5165364
05/04/2019,4699605,European Central Bank,5169566
12/04/2019,4701826,European Central Bank,5172009
19/04/2019,4707931,European Central Bank,5178724
26/04/2019,4697616,European Central Bank,5167378
03/05/2019,4683918,European Central Bank,5152310
10/05/2019,4685377,European Central Bank,5153915
17/05/2019,4684866,European Central Bank,5153353
24/05/2019,4692616,European Central Bank,5161878
31/05/2019,4685961,European Central Bank,5154557
07/06/2019,4690441,European Central Bank,5159485
14/06/2019,4681351,European Central Bank,5149486
21/06/2019,4682680,European Central Bank,5150948
28/06/2019,4692614,European Central Bank,5161875
05/07/2019,4677463,European Central Bank,5145209
12/07/2019,4684376,European Central Bank,5152814
19/07/2019,4688182,European Central Bank,5157000
26/07/2019,4685716,European Central Bank,5154288
02/08/2019,4679180,European Central Bank,5147098
09/08/2019,4677751,European Central Bank,5145526
16/08/2019,4676077,European Central Bank,5143685
23/08/2019,4681001,European Central Bank,5149101
30/08/2019,4683714,European Central Bank,5152085
06/09/2019,4681637,European Central Bank,5149801
13/09/2019,4674603,European Central Bank,5142063
20/09/2019,4662978,European Central Bank,5129276
27/09/2019,4638104,European Central Bank,5101914
04/10/2019,4695111,European Central Bank,5164622
11/10/2019,4692260,European Central Bank,5161486
18/10/2019,4687115,European Central Bank,5155827
25/10/2019,4680875,European Central Bank,5148963
01/11/2019,4676258,European Central Bank,5143884
08/11/2019,4684135,European Central Bank,5152549
15/11/2019,4691919,European Central Bank,5161111
22/11/2019,4696531,European Central Bank,5166184
29/11/2019,4698291,European Central Bank,5168120
06/12/2019,4709281,European Central Bank,5180209
13/12/2019,4713568,European Central Bank,5184925
20/12/2019,4682592,European Central Bank,5150851
27/12/2019,4691998,European Central Bank,5161198
03/01/2020,4664037,European Central Bank,5130441
10/01/2020,4655772,European Central Bank,5121349
17/01/2020,4660340,European Central Bank,5126374
24/01/2020,4674369,European Central Bank,5141806
31/01/2020,4671365,European Central Bank,5138502
07/02/2020,4668900,European Central Bank,5135790
14/02/2020,4679726,European Central Bank,5147699
21/02/2020,4688301,European Central Bank,5157131
28/02/2020,4691852,European Central Bank,5161037
06/03/2020,4702214,European Central Bank,5172435
13/03/2020,4704239,European Central Bank,5174663
20/03/2020,4927267,European Central Bank,5419994
27/03/2020,5062687,European Central Bank,5568956
03/04/2020,5199822,European Central Bank,5719804
10/04/2020,5257490,European Central Bank,5783239
17/04/2020,5282926,European Central Bank,5811219
24/04/2020,5347042,European Central Bank,5881746
01/05/2020,5395184,European Central Bank,5934702
08/05/2020,5451001,European Central Bank,5996101
15/05/2020,5505521,European Central Bank,6056073
22/05/2020,5555276,European Central Bank,6110804
29/05/2020,5596070,European Central Bank,6155677
05/06/2020,5655414,European Central Bank,6220955
12/06/2020,5630275,European Central Bank,6193303
19/06/2020,5636378,European Central Bank,6200016
26/06/2020,6236143,European Central Bank,6859757
03/07/2020,6288974,European Central Bank,6917871
10/07/2020,6309160,European Central Bank,6940076
17/07/2020,6322604,European Central Bank,6954864
24/07/2020,6351419,European Central Bank,6986561
31/07/2020,6360822,European Central Bank,6996904
07/08/2020,6385307,European Central Bank,7023838
14/08/2020,6404662,European Central Bank,7045128
21/08/2020,6424042,European Central Bank,7066446
28/08/2020,6440237,European Central Bank,7084261
04/09/2020,6458857,European Central Bank,7104743
11/09/2020,6474612,European Central Bank,7122073
18/09/2020,6502422,European Central Bank,7152664
25/09/2020,6534815,European Central Bank,7188297
02/10/2020,6705112,European Central Bank,7375623
09/10/2020,6725697,European Central Bank,7398267
16/10/2020,6743525,European Central Bank,7417878
23/10/2020,6781825,European Central Bank,7460008
30/10/2020,6775763,European Central Bank,7453339
06/11/2020,6796905,European Central Bank,7476596
13/11/2020,6833483,European Central Bank,7516831
20/11/2020,6867814,European Central Bank,7554595
27/11/2020,6883402,European Central Bank,7571742
04/12/2020,6923120,European Central Bank,7615432
11/12/2020,6949632,European Central Bank,7644595
18/12/2020,7008896,European Central Bank,7709786
25/12/2020,7014661,European Central Bank,7716127
01/01/2021,6979324,European Central Bank,7677256
08/01/2021,6984713,European Central Bank,7683184
15/01/2021,7015645,European Central Bank,7717210
22/01/2021,7024240,European Central Bank,7726664
29/01/2021,7033256,European Central Bank,7736582
05/02/2021,7054472,European Central Bank,7759919
12/02/2021,7079135,European Central Bank,7787049
19/02/2021,7101159,European Central Bank,7811275
26/02/2021,7110487,European Central Bank,7821536
05/03/2021,7120334,European Central Bank,7832367
12/03/2021,7137484,European Central Bank,7851232
19/03/2021,7162230,European Central Bank,7878453
26/03/2021,7505021,European Central Bank,8255523
02/04/2021,7494111,European Central Bank,8243522
09/04/2021,7514267,European Central Bank,8265694
16/04/2021,7522199,European Central Bank,8274419
23/04/2021,7558280,European Central Bank,8314108
30/04/2021,7567945,European Central Bank,8324740
07/05/2021,7588768,European Central Bank,8347645
14/05/2021,7615694,European Central Bank,8377263
21/05/2021,7643170,European Central Bank,8407487
28/05/2021,7657629,European Central Bank,8423392
04/06/2021,7680137,European Central Bank,8448151
11/06/2021,7700937,European Central Bank,8471031
18/06/2021,7736536,European Central Bank,8510190
25/06/2021,7877127,European Central Bank,8664840
02/07/2021,7907807,European Central Bank,8698588
09/07/2021,7926550,European Central Bank,8719205
16/07/2021,7950657,European Central Bank,8745723
23/07/2021,7988045,European Central Bank,8786850
30/07/2021,7987364,European Central Bank,8786100
06/08/2021,8009676,European Central Bank,8810644
13/08/2021,8036014,European Central Bank,8839615
20/08/2021,8052776,European Central Bank,8858054
27/08/2021,8191312,European Central Bank,9010443
03/09/2021,8207534,European Central Bank,9028287
10/09/2021,8222733,European Central Bank,9045006
17/09/2021,8244572,European Central Bank,9069029
24/09/2021,8273207,European Central Bank,9100528
01/10/2021,8289148,European Central Bank,9118063
08/10/2021,8314285,European Central Bank,9145714
15/10/2021,8336713,European Central Bank,9170384
22/10/2021,8368278,European Central Bank,9205106
29/10/2021,8366071,European Central Bank,9202678
05/11/2021,8382672,European Central Bank,9220939
12/11/2021,8414393,European Central Bank,9255832
19/11/2021,8442311,European Central Bank,9286542
26/11/2021,8456991,European Central Bank,9302690
03/12/2021,8469908,European Central Bank,9316899
10/12/2021,8496633,European Central Bank,9346296
17/12/2021,8511461,European Central Bank,9362607
24/12/2021,8512308,European Central Bank,9363539
31/12/2021,8566372,European Central Bank,9423009
07/01/2022,8573280,European Central Bank,9430608
14/01/2022,8593991,European Central Bank,9453390
21/01/2022,8600346,European Central Bank,9460381
28/01/2022,8622576,European Central Bank,9484834
04/02/2022,8630101,European Central Bank,9493111
11/02/2022,8651801,European Central Bank,9516981
18/02/2022,8667911,European Central Bank,9534702
25/02/2022,8671293,European Central Bank,9538422
04/03/2022,8672977,European Central Bank,9540275
11/03/2022,8686990,European Central Bank,9555689
18/03/2022,8700036,European Central Bank,9570040
